Title,Location,Price,Area,BHK
2 BHK Apartment - The Autobiography of Malcolm X,Pune,13742366.0,2200,2
"5 BHK Apartment - The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Gurgaon,11764415.0,1500,5
2 BHK Apartment - The Art of Fielding,Noida,10923102.0,1500,2
"3 BHK Apartment - Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Hyderabad,9365387.0,1200,3
2 BHK Apartment - Stiff: The Curious Lives of Human Cadavers,Delhi,12878865.0,1800,2
2 BHK Apartment - Spilled Milk: Based on a True Story,Noida,6790929.0,650,2
2 BHK Apartment - Something Borrowed (Darcy & Rachel #1),Indore,15305058.0,2800,2
5 BHK Apartment - Something Blue (Darcy & Rachel #2),Noida,14852143.0,2200,5
4 BHK Apartment - Soldier (Talon #3),Noida,14388457.0,2200,4
2 BHK Apartment - Shopaholic & Baby (Shopaholic #5),Pune,7332495.0,800,2
1 BHK Apartment - Seven Days in the Art World,Mumbai,14457470.0,2200,1
5 BHK Apartment - Seven Brief Lessons on Physics,Gurgaon,8706579.0,800,5
5 BHK Apartment - Scarlet (The Lunar Chronicles #2),Pune,12692126.0,1800,5
4 BHK Apartment - Sarah's Key,Chennai,6853717.0,650,4
"1 BHK Apartment - Saga, Volume 3 (Saga (Collected Editions) #3)",Bhopal,10342417.0,1800,1
2 BHK Apartment - Running with Scissors,Gurgaon,12123724.0,1800,2
2 BHK Apartment - Rogue Lawyer (Rogue Lawyer #1),Bhopal,7947259.0,1200,2
"1 BHK Apartment - Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Chandigarh,12688981.0,2200,1
2 BHK Apartment - Rework,Bangalore,11165896.0,1500,2
4 BHK Apartment - Reservations for Two,Ghaziabad,8501875.0,1000,4
4 BHK Apartment - Red: The True Story of Red Riding Hood,Hyderabad,9438574.0,1200,4
1 BHK Apartment - Ready Player One,Kolkata,6388777.0,800,1
3 BHK Apartment - Quiet: The Power of Introverts in a World That Can't Stop Talking,Ghaziabad,10287204.0,1500,3
1 BHK Apartment - Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),Ghaziabad,7509318.0,1000,1
4 BHK Apartment - Persepolis: The Story of a Childhood (Persepolis #1-2),Noida,6954570.0,500,4
3 BHK Apartment - Packing for Mars: The Curious Science of Life in the Void,Faridabad,6554779.0,650,3
5 BHK Apartment - Outliers: The Story of Success,Noida,14850479.0,2200,5
3 BHK Apartment - Original Fake,Pune,16533130.0,2800,3
3 BHK Apartment - Orange Is the New Black,Chennai,11978803.0,1800,3
5 BHK Apartment - One for the Money (Stephanie Plum #1),Chennai,10893898.0,1500,5
2 BHK Apartment - Notes from a Small Island (Notes From a Small Island #1),Mumbai,8552070.0,800,2
5 BHK Apartment - Night (The Night Trilogy #1),Faridabad,12241446.0,1800,5
4 BHK Apartment - Neither Here nor There: Travels in Europe,Ghaziabad,16322514.0,2800,4
3 BHK Apartment - Naked,Chandigarh,8880554.0,1200,3
1 BHK Apartment - Morning Star (Red Rising #3),Indore,7997768.0,1200,1
"5 BHK Apartment - Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",Noida,8668610.0,800,5
2 BHK Apartment - Midnight Riot (Peter Grant/ Rivers of London - books #1),Indore,8286685.0,1200,2
5 BHK Apartment - Me Talk Pretty One Day,Delhi,13540871.0,1800,5
4 BHK Apartment - Manuscript Found in Accra,Chandigarh,7446922.0,800,4
1 BHK Apartment - Lust & Wonder,Hyderabad,13120206.0,2200,1
4 BHK Apartment - Lila (Gilead #3),Chennai,8356369.0,1000,4
"4 BHK Apartment - Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",Indore,16173367.0,2800,4
5 BHK Apartment - Life Without a Recipe,Chandigarh,9257241.0,1200,5
5 BHK Apartment - Life After Life,Bangalore,10762206.0,1200,5
4 BHK Apartment - Letter to a Christian Nation,Jaipur,13593269.0,2200,4
3 BHK Apartment - Let's Pretend This Never Happened: A Mostly True Memoir,Chennai,5851649.0,500,3
5 BHK Apartment - Legend (Legend #1),Chennai,7084915.0,650,5
"4 BHK Apartment - Lean In: Women, Work, and the Will to Lead",Ghaziabad,9116958.0,1200,4
"1 BHK Apartment - Lamb: The Gospel According to Biff, Christ's Childhood Pal",Chennai,5162455.0,500,1
3 BHK Apartment - Lady Renegades (Rebel Belle #3),Delhi,11624673.0,1500,3
2 BHK Apartment - Jurassic Park (Jurassic Park #1),Noida,9275140.0,1200,2
2 BHK Apartment - It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,Gurgaon,13928626.0,2200,2
1 BHK Apartment - Is Everyone Hanging Out Without Me? (And Other Concerns),Gurgaon,6068139.0,500,1
2 BHK Apartment - Into the Wild,Gurgaon,11143469.0,1500,2
2 BHK Apartment - Inferno (Robert Langdon #4),Jaipur,8381810.0,1200,2
"3 BHK Apartment - In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Kolkata,5809721.0,500,3
5 BHK Apartment - If I Run (If I Run #1),Kolkata,10735011.0,1500,5
1 BHK Apartment - I've Got Your Number,Jaipur,9375627.0,1500,1
2 BHK Apartment - I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Bangalore,9986765.0,1200,2
3 BHK Apartment - Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,Chandigarh,10299610.0,1500,3
"4 BHK Apartment - House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",Ghaziabad,6325564.0,500,4
4 BHK Apartment - House of Leaves,Ghaziabad,16376712.0,2800,4
2 BHK Apartment - Horrible Bear!,Gurgaon,9418807.0,1200,2
3 BHK Apartment - Holidays on Ice,Chennai,9001447.0,1200,3
3 BHK Apartment - Heir to the Sky,Chandigarh,16024879.0,2800,3
2 BHK Apartment - Green Eggs and Ham (Beginner Books B-16),Jaipur,9640107.0,1500,2
"1 BHK Apartment - Grayson, Vol 3: Nemesis (Grayson #3)",Faridabad,8404442.0,1200,1
1 BHK Apartment - Gratitude,Indore,6287415.0,800,1
2 BHK Apartment - Gone Girl,Mumbai,9615095.0,1000,2
4 BHK Apartment - Golden (Heart of Dread #3),Delhi,15253124.0,2200,4
1 BHK Apartment - Girl in the Blue Coat,Pune,6577361.0,650,1
"5 BHK Apartment - Fruits Basket, Vol. 3 (Fruits Basket #3)",Faridabad,16734508.0,2800,5
"4 BHK Apartment - Friday Night Lights: A Town, a Team, and a Dream",Jaipur,9049732.0,1200,4
3 BHK Apartment - Fire Bound (Sea Haven/Sisters of the Heart #5),Bhopal,6791022.0,800,3
5 BHK Apartment - Fifty Shades Freed (Fifty Shades #3),Mumbai,8883340.0,650,5
4 BHK Apartment - Fellside,Delhi,7307276.0,500,4
4 BHK Apartment - Extreme Prey (Lucas Davenport #26),Mumbai,15360133.0,2200,4
1 BHK Apartment - Eragon (The Inheritance Cycle #1),Faridabad,5471518.0,500,1
1 BHK Apartment - Eclipse (Twilight #3),Hyderabad,11497746.0,1800,1
5 BHK Apartment - Dune (Dune #1),Noida,17660393.0,2800,5
1 BHK Apartment - Dracula,Jaipur,5635560.0,650,1
1 BHK Apartment - Do Androids Dream of Electric Sheep? (Blade Runner #1),Ghaziabad,9615507.0,1500,1
5 BHK Apartment - Disrupted: My Misadventure in the Start-Up Bubble,Faridabad,16759246.0,2800,5
5 BHK Apartment - Dead Wake: The Last Crossing of the Lusitania,Jaipur,9276059.0,1200,5
"1 BHK Apartment - David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Delhi,8695973.0,1000,1
4 BHK Apartment - Darkfever (Fever #1),Delhi,11771784.0,1500,4
1 BHK Apartment - Dark Places,Bhopal,10591644.0,1800,1
1 BHK Apartment - Crazy Rich Asians (Crazy Rich Asians #1),Ghaziabad,15616868.0,2800,1
1 BHK Apartment - Counting Thyme,Chandigarh,15358079.0,2800,1
1 BHK Apartment - Cosmos,Jaipur,6476094.0,800,1
2 BHK Apartment - Civilization and Its Discontents,Pune,7319768.0,800,2
3 BHK Apartment - Cinder (The Lunar Chronicles #1),Hyderabad,6313990.0,500,3
4 BHK Apartment - Catastrophic Happiness: Finding Joy in Childhood's Messy Years,Bhopal,10066382.0,1500,4
4 BHK Apartment - Career of Evil (Cormoran Strike #3),Faridabad,8684723.0,1000,4
2 BHK Apartment - Breaking Dawn (Twilight #4),Bangalore,8190463.0,800,2
5 BHK Apartment - Brave Enough,Faridabad,6654818.0,500,5
1 BHK Apartment - Boy Meets Boy,Hyderabad,8542660.0,1200,1
"5 BHK Apartment - Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Chandigarh,6178756.0,500,5
2 BHK Apartment - Blink: The Power of Thinking Without Thinking,Indore,9710587.0,1500,2
4 BHK Apartment - Black Flags: The Rise of ISIS,Kolkata,8248577.0,1000,4
"5 BHK Apartment - Black Butler, Vol. 1 (Black Butler #1)",Delhi,7729644.0,500,5
2 BHK Apartment - Big Little Lies,Mumbai,13127103.0,1800,2
3 BHK Apartment - Between Shades of Gray,Mumbai,7416186.0,500,3
3 BHK Apartment - Best of My Love (Fool's Gold #20),Noida,8900075.0,1000,3
1 BHK Apartment - Beowulf,Noida,11781309.0,1800,1
1 BHK Apartment - Beautiful Creatures (Caster Chronicles #1),Kolkata,7346846.0,1000,1
3 BHK Apartment - Awkward,Chandigarh,7950756.0,1000,3
4 BHK Apartment - Ash,Bangalore,10561449.0,1200,4
3 BHK Apartment - Are We There Yet?,Pune,16606357.0,2800,3
5 BHK Apartment - Are We Smart Enough to Know How Smart Animals Are?,Pune,9382540.0,1000,5
5 BHK Apartment - Annie on My Mind,Bangalore,9068974.0,800,5
4 BHK Apartment - And Then There Were None,Faridabad,6053407.0,500,4
4 BHK Apartment - A Walk in the Woods: Rediscovering America on the Appalachian Trail,Ghaziabad,16528806.0,2800,4
3 BHK Apartment - A Visit from the Goon Squad,Hyderabad,6896196.0,650,3
3 BHK Apartment - A Storm of Swords (A Song of Ice and Fire #3),Faridabad,8935052.0,1200,3
1 BHK Apartment - A Heartbreaking Work of Staggering Genius,Gurgaon,8313787.0,1000,1
4 BHK Apartment - 8 Keys to Mental Health Through Exercise,Chandigarh,6021017.0,500,4
4 BHK Apartment - #GIRLBOSS,Faridabad,7525761.0,800,4
"4 BHK Apartment - The Suffragettes (Little Black Classics, #96)",Gurgaon,11440652.0,1500,4
5 BHK Apartment - The Sense of an Ending,Pune,14617507.0,2200,5
"1 BHK Apartment - The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",Chennai,5183109.0,500,1
2 BHK Apartment - The Course of Love,Ghaziabad,5445535.0,500,2
2 BHK Apartment - Sugar Rush (Offensive Line #2),Hyderabad,16094876.0,2800,2
"2 BHK Apartment - Saga, Volume 2 (Saga (Collected Editions) #2)",Chandigarh,11230157.0,1800,2
"2 BHK Apartment - Run, Spot, Run: The Ethics of Keeping Pets",Delhi,11525282.0,1500,2
1 BHK Apartment - New Moon (Twilight #2),Kolkata,6632730.0,800,1
2 BHK Apartment - Life,Gurgaon,6259003.0,500,2
1 BHK Apartment - Kindle Paperwhite User's Guide,Noida,6808406.0,650,1
2 BHK Apartment - H is for Hawk,Kolkata,10034232.0,1500,2
1 BHK Apartment - Girl Online On Tour (Girl Online #2),Faridabad,5222209.0,500,1
"3 BHK Apartment - Fruits Basket, Vol. 2 (Fruits Basket #2)",Bangalore,10107736.0,1200,3
3 BHK Apartment - Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),Bangalore,6947432.0,500,3
"4 BHK Apartment - Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",Indore,8788194.0,1200,4
3 BHK Apartment - While You Were Mine,Pune,16729434.0,2800,3
1 BHK Apartment - Where Lightning Strikes (Bleeding Stars #3),Jaipur,5000850.0,500,1
3 BHK Apartment - When I'm Gone,Jaipur,10178530.0,1500,3
5 BHK Apartment - Ways of Seeing,Bangalore,8145184.0,650,5
"2 BHK Apartment - Vampire Knight, Vol. 1 (Vampire Knight #1)",Jaipur,6495485.0,800,2
5 BHK Apartment - Vampire Girl (Vampire Girl #1),Bangalore,7634189.0,500,5
4 BHK Apartment - Twenty Love Poems and a Song of Despair,Kolkata,16360260.0,2800,4
2 BHK Apartment - Travels with Charley: In Search of America,Indore,6538890.0,800,2
3 BHK Apartment - Three Wishes (River of Time: California #1),Bhopal,13004151.0,2200,3
2 BHK Apartment - This One Moment (Pushing Limits #1),Bhopal,5630146.0,650,2
5 BHK Apartment - The Zombie Room,Noida,14875332.0,2200,5
"4 BHK Apartment - The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",Chennai,9229347.0,1200,4
1 BHK Apartment - The Tumor,Ghaziabad,13041009.0,2200,1
2 BHK Apartment - The Story of Hong Gildong,Indore,9419474.0,1500,2
2 BHK Apartment - The Silent Wife,Jaipur,9731975.0,1500,2
2 BHK Apartment - The Silent Twin (Detective Jennifer Knight #3),Noida,10608293.0,1500,2
2 BHK Apartment - The Selfish Gene,Gurgaon,14038613.0,2200,2
1 BHK Apartment - The Secret Healer,Pune,11550620.0,1800,1
"2 BHK Apartment - The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",Kolkata,5298065.0,500,2
2 BHK Apartment - The Republic,Indore,15262026.0,2800,2
3 BHK Apartment - The Odyssey,Delhi,10495838.0,1200,3
1 BHK Apartment - The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Bangalore,13860377.0,2200,1
4 BHK Apartment - The Nicomachean Ethics,Faridabad,6805671.0,650,4
4 BHK Apartment - The Name of the Wind (The Kingkiller Chronicle #1),Mumbai,7753522.0,500,4
3 BHK Apartment - The Mirror & the Maze (The Wrath and the Dawn #1.5),Delhi,14789611.0,2200,3
4 BHK Apartment - The Little Prince,Jaipur,6029765.0,500,4
1 BHK Apartment - The Light of the Fireflies,Jaipur,5548771.0,650,1
1 BHK Apartment - The Last Girl (The Dominion Trilogy #1),Faridabad,12971591.0,2200,1
5 BHK Apartment - The Iliad,Gurgaon,10311154.0,1200,5
2 BHK Apartment - The Hook Up (Game On #1),Mumbai,12974163.0,1800,2
5 BHK Apartment - The Haters,Gurgaon,17618560.0,2800,5
1 BHK Apartment - The Girl You Lost,Faridabad,6211315.0,650,1
5 BHK Apartment - The Girl In The Ice (DCI Erika Foster #1),Chandigarh,9481757.0,1200,5
4 BHK Apartment - The End of the Jesus Era (An Investigation #1),Jaipur,5972622.0,500,4
1 BHK Apartment - The Edge of Reason (Bridget Jones #2),Bhopal,5143181.0,650,1
2 BHK Apartment - The Complete Maus (Maus #1-2),Pune,6756865.0,650,2
5 BHK Apartment - The Communist Manifesto,Chandigarh,13776270.0,2200,5
5 BHK Apartment - The Bhagavad Gita,Bhopal,6712170.0,650,5
2 BHK Apartment - The Bette Davis Club,Gurgaon,7285917.0,650,2
4 BHK Apartment - The Art of Not Breathing,Bhopal,8522096.0,1200,4
1 BHK Apartment - Taking Shots (Assassins #1),Indore,9351587.0,1500,1
2 BHK Apartment - Starlark,Bangalore,11164091.0,1500,2
"1 BHK Apartment - Skip Beat!, Vol. 01 (Skip Beat! #1)",Gurgaon,10603717.0,1500,1
2 BHK Apartment - Sister Sable (The Mad Queen #1),Kolkata,10126884.0,1500,2
2 BHK Apartment - Shatter Me (Shatter Me #1),Noida,9237995.0,1200,2
4 BHK Apartment - Shameless,Jaipur,6557528.0,650,4
3 BHK Apartment - Shadow Rites (Jane Yellowrock #10),Hyderabad,16467215.0,2800,3
1 BHK Apartment - Settling the Score (The Summer Games #1),Mumbai,9309503.0,1000,1
3 BHK Apartment - Sense and Sensibility,Pune,6309835.0,500,3
"4 BHK Apartment - Saga, Volume 1 (Saga (Collected Editions) #1)",Mumbai,9066077.0,800,4
"3 BHK Apartment - Rhythm, Chord & Malykhin",Gurgaon,8031820.0,800,3
"1 BHK Apartment - Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",Kolkata,15385763.0,2800,1
2 BHK Apartment - Paradise Lost (Paradise #1),Hyderabad,9053216.0,1200,2
"1 BHK Apartment - Paper Girls, Vol. 1 (Paper Girls #1-5)",Delhi,6576309.0,500,1
"1 BHK Apartment - Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",Noida,8123416.0,1000,1
4 BHK Apartment - Origins (Alphas 0.5),Chandigarh,10303637.0,1500,4
4 BHK Apartment - One Second (Seven #7),Chennai,11955812.0,1800,4
5 BHK Apartment - On the Road (Duluoz Legend),Kolkata,8405876.0,1000,5
5 BHK Apartment - Old Records Never Die: One Man's Quest for His Vinyl and His Past,Kolkata,7054080.0,650,5
3 BHK Apartment - Off Sides (Off #1),Pune,9657956.0,1200,3
4 BHK Apartment - Of Mice and Men,Hyderabad,6412255.0,500,4
1 BHK Apartment - Myriad (Prentor #1),Jaipur,9460130.0,1500,1
2 BHK Apartment - My Perfect Mistake (Over the Top #1),Chennai,8866647.0,1200,2
"2 BHK Apartment - Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",Hyderabad,7071974.0,800,2
5 BHK Apartment - Meditations,Chandigarh,13946402.0,2200,5
5 BHK Apartment - Matilda,Faridabad,8741560.0,1000,5
4 BHK Apartment - Lost Among the Living,Jaipur,10308494.0,1500,4
4 BHK Apartment - Lord of the Flies,Faridabad,9567946.0,1200,4
4 BHK Apartment - Listen to Me (Fusion #1),Noida,7033244.0,500,4
3 BHK Apartment - Kitchens of the Great Midwest,Pune,9668827.0,1200,3
3 BHK Apartment - Jane Eyre,Mumbai,12050231.0,1500,3
5 BHK Apartment - Imperfect Harmony,Jaipur,9137206.0,1200,5
1 BHK Apartment - Icing (Aces Hockey #2),Jaipur,12458622.0,2200,1
"1 BHK Apartment - Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",Chandigarh,15454052.0,2800,1
5 BHK Apartment - Having the Barbarian's Baby (Ice Planet Barbarians #7.5),Indore,13725413.0,2200,5
"2 BHK Apartment - Giant Days, Vol. 1 (Giant Days #1-4)",Faridabad,8090786.0,1000,2
"2 BHK Apartment - Fruits Basket, Vol. 1 (Fruits Basket #1)",Hyderabad,11552243.0,1800,2
1 BHK Apartment - Frankenstein,Bhopal,12212137.0,2200,1
5 BHK Apartment - Forever Rockers (The Rocker #12),Chandigarh,8610195.0,1000,5
3 BHK Apartment - Fighting Fate (Fighting #6),Chennai,16353112.0,2800,3
3 BHK Apartment - Emma,Chennai,8332629.0,1000,3
"5 BHK Apartment - Eat, Pray, Love",Ghaziabad,7267087.0,650,5
1 BHK Apartment - Deep Under (Walker Security #1),Ghaziabad,11180093.0,1800,1
2 BHK Apartment - Choosing Our Religion: The Spiritual Lives of America's Nones,Chandigarh,6158246.0,650,2
4 BHK Apartment - Charlie and the Chocolate Factory (Charlie Bucket #1),Chandigarh,7422981.0,800,4
1 BHK Apartment - Charity's Cross (Charles Towne Belles #4),Delhi,7083775.0,650,1
4 BHK Apartment - Bright Lines,Ghaziabad,6134045.0,500,4
4 BHK Apartment - Bridget Jones's Diary (Bridget Jones #1),Hyderabad,6355792.0,500,4
3 BHK Apartment - Bounty (Colorado Mountain #7),Mumbai,9798937.0,1000,3
3 BHK Apartment - Blood Defense (Samantha Brinkman #1),Chandigarh,15816491.0,2800,3
"5 BHK Apartment - Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",Faridabad,8021127.0,800,5
2 BHK Apartment - Beyond Good and Evil,Pune,16327097.0,2800,2
2 BHK Apartment - Alice in Wonderland (Alice's Adventures in Wonderland #1),Hyderabad,7134858.0,800,2
"4 BHK Apartment - Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",Bhopal,6116630.0,650,4
4 BHK Apartment - A Spy's Devotion (The Regency Spies of London #1),Mumbai,9062585.0,800,4
2 BHK Apartment - 1st to Die (Women's Murder Club #1),Bangalore,6635056.0,500,2
"5 BHK Apartment - 1,000 Places to See Before You Die",Indore,6625442.0,650,5
1 BHK Apartment - A Light in the Attic,Noida,9289511.0,1200,1
3 BHK Apartment - Tipping the Velvet,Mumbai,10751882.0,1200,3
1 BHK Apartment - Soumission,Chandigarh,15313509.0,2800,1
1 BHK Apartment - Sharp Objects,Noida,6122107.0,500,1
4 BHK Apartment - Sapiens: A Brief History of Humankind,Delhi,8066004.0,650,4
3 BHK Apartment - The Requiem Red,Ghaziabad,8298188.0,1000,3
2 BHK Apartment - The Dirty Little Secrets of Getting Your Dream Job,Jaipur,7502599.0,1000,2
"5 BHK Apartment - The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Chennai,16748192.0,2800,5
1 BHK Apartment - The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Noida,6686195.0,650,1
2 BHK Apartment - The Black Maria,Faridabad,6197112.0,650,2
"1 BHK Apartment - Starving Hearts (Triangular Trade Trilogy, #1)",Chennai,13047089.0,2200,1
3 BHK Apartment - Shakespeare's Sonnets,Ghaziabad,13406470.0,2200,3
4 BHK Apartment - Set Me Free,Delhi,7586237.0,500,4
2 BHK Apartment - Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Noida,16549294.0,2800,2
3 BHK Apartment - Rip it Up and Start Again,Pune,7787608.0,800,3
"1 BHK Apartment - Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Ghaziabad,11053516.0,1800,1
3 BHK Apartment - Olio,Gurgaon,11130595.0,1500,3
4 BHK Apartment - Mesaerion: The Best Science Fiction Stories 1800-1849,Gurgaon,10304307.0,1200,4
2 BHK Apartment - Libertarianism for Beginners,Kolkata,13241458.0,2200,2
4 BHK Apartment - It's Only the Himalayas,Noida,11243879.0,1500,4
2 BHK Apartment - In Her Wake,Indore,5173796.0,500,2
2 BHK Apartment - How Music Works,Pune,6577296.0,650,2
"4 BHK Apartment - Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",Ghaziabad,6133765.0,500,4
2 BHK Apartment - Chase Me (Paris Nights #2),Indore,6499082.0,800,2
3 BHK Apartment - Black Dust,Chennai,8073119.0,1000,3
2 BHK Apartment - Birdsong: A Story in Pictures,Jaipur,15796091.0,2800,2
4 BHK Apartment - America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,Noida,6744588.0,500,4
2 BHK Apartment - Aladdin and His Wonderful Lamp,Noida,9434073.0,1200,2
1 BHK Apartment - Worlds Elsewhere: Journeys Around Shakespeare’s Globe,Bangalore,8757302.0,1000,1
5 BHK Apartment - Wall and Piece,Delhi,18262203.0,2800,5
3 BHK Apartment - The Four Agreements: A Practical Guide to Personal Freedom,Noida,14031107.0,2200,3
1 BHK Apartment - The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Pune,5651658.0,500,1
4 BHK Apartment - The Elephant Tree,Ghaziabad,13783618.0,2200,4
1 BHK Apartment - The Bear and the Piano,Noida,16112496.0,2800,1
2 BHK Apartment - Sophie's World,Jaipur,8325148.0,1200,2
5 BHK Apartment - Penny Maybe,Chandigarh,9582403.0,1200,5
2 BHK Apartment - Maude (1883-1993):She Grew Up with the country,Noida,13863600.0,2200,2
"2 BHK Apartment - In a Dark, Dark Wood",Delhi,7706043.0,650,2
3 BHK Apartment - Behind Closed Doors,Ghaziabad,13411433.0,2200,3
3 BHK Apartment - You can't bury them all: Poems,Ghaziabad,8806685.0,1200,3
3 BHK Apartment - Slow States of Collapse: Poems,Bangalore,7563384.0,650,3
4 BHK Apartment - Reasons to Stay Alive,Faridabad,12241499.0,1800,4
2 BHK Apartment - Private Paris (Private #10),Bangalore,14446975.0,2200,2
1 BHK Apartment - #HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,Indore,4571101.0,500,1
3 BHK Apartment - Without Borders (Wanderlove #1),Gurgaon,16911539.0,2800,3
2 BHK Apartment - When We Collided,Indore,6354102.0,800,2
"3 BHK Apartment - We Love You, Charlie Freeman",Ghaziabad,16237164.0,2800,3
2 BHK Apartment - Untitled Collection: Sabbath Poems 2014,Hyderabad,5903568.0,500,2
"3 BHK Apartment - Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",Ghaziabad,7066638.0,800,3
1 BHK Apartment - Unicorn Tracks,Chandigarh,5020170.0,500,1
"2 BHK Apartment - Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",Ghaziabad,11493718.0,1800,2
4 BHK Apartment - Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),Ghaziabad,16657761.0,2800,4
2 BHK Apartment - Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Chandigarh,8536452.0,1200,2
1 BHK Apartment - This One Summer,Bangalore,10763750.0,1500,1
1 BHK Apartment - Thirst,Chandigarh,8371179.0,1200,1
5 BHK Apartment - The Torch Is Passed: A Harding Family Story,Noida,7243344.0,500,5
3 BHK Apartment - The Secret of Dreadwillow Carse,Pune,11029417.0,1500,3
"1 BHK Apartment - The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",Hyderabad,8766711.0,1200,1
2 BHK Apartment - The Past Never Ends,Indore,5086623.0,500,2
1 BHK Apartment - The Natural History of Us (The Fine Art of Pretending #2),Pune,7105757.0,800,1
3 BHK Apartment - The Nameless City (The Nameless City #1),Bangalore,14567636.0,2200,3
2 BHK Apartment - The Murder That Never Was (Forensic Instincts #5),Bhopal,7230701.0,1000,2
2 BHK Apartment - The Most Perfect Thing: Inside (and Outside) a Bird's Egg,Mumbai,9614750.0,1000,2
"5 BHK Apartment - The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",Chandigarh,7796940.0,800,5
2 BHK Apartment - The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Indore,9363712.0,1500,2
"1 BHK Apartment - The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",Hyderabad,16084269.0,2800,1
2 BHK Apartment - The Gutsy Girl: Escapades for Your Life of Epic Adventure,Gurgaon,12293576.0,1800,2
1 BHK Apartment - The Electric Pencil: Drawings from Inside State Hospital No. 3,Jaipur,9318260.0,1500,1
3 BHK Apartment - The Death of Humanity: and the Case for Life,Pune,7859426.0,800,3
"2 BHK Apartment - The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Mumbai,8585469.0,800,2
2 BHK Apartment - The Art Forger,Kolkata,15750953.0,2800,2
5 BHK Apartment - The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,Delhi,11096191.0,1200,5
2 BHK Apartment - The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,Chennai,10189713.0,1500,2
1 BHK Apartment - Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Kolkata,10977569.0,1800,1
5 BHK Apartment - Soul Reader,Jaipur,8430103.0,1000,5
4 BHK Apartment - Security,Mumbai,9389828.0,800,4
"4 BHK Apartment - Saga, Volume 6 (Saga (Collected Editions) #6)",Jaipur,5674576.0,500,4
"5 BHK Apartment - Saga, Volume 5 (Saga (Collected Editions) #5)",Pune,11577207.0,1500,5
2 BHK Apartment - Reskilling America: Learning to Labor in the Twenty-First Century,Indore,6385123.0,800,2
"5 BHK Apartment - Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",Delhi,15208181.0,2200,5
